Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;10/10/2023;11:00:00;5.312,003;5.312,523;5.285,493;5.293,810;33.794.393.469,61;637.999
WDOFUT;10/10/2023;10:00:00;5.324,999;5.329,677;5.310,444;5.312,003;30.710.750.790,84;577.375
WDOFUT;10/10/2023;09:00:00;5.359,306;5.361,386;5.319,281;5.324,479;37.239.353.490,43;698.095
WDOFUT;09/10/2023;17:00:00;5.350,470;5.358,787;5.349,430;5.356,707;5.228.923.996,44;97.683
WDOFUT;09/10/2023;16:00:00;5.352,029;5.359,826;5.348,910;5.350,470;9.168.041.189,44;171.238
WDOFUT;09/10/2023;15:00:00;5.348,390;5.354,108;5.341,633;5.352,029;14.369.366.400,14;268.642
WDOFUT;09/10/2023;14:00:00;5.391,015;5.395,174;5.347,351;5.348,910;22.396.699.702,10;417.067
WDOFUT;09/10/2023;13:00:00;5.388,416;5.394,134;5.384,777;5.391,535;7.129.987.586,64;132.301
WDOFUT;09/10/2023;12:00:00;5.394,654;5.396,213;5.386,337;5.388,416;10.939.992.417,34;202.924
WDOFUT;09/10/2023;11:00:00;5.382,698;5.395,694;5.379,059;5.394,134;19.742.076.108,57;366.433
WDOFUT;09/10/2023;10:00:00;5.388,936;5.392,055;5.378,020;5.382,698;25.148.735.282,15;467.074
WDOFUT;09/10/2023;09:00:00;5.397,773;5.405,570;5.373,342;5.389,456;30.448.348.083,99;565.349
WDOFUT;06/10/2023;17:00:00;5.383,218;5.384,258;5.365,024;5.367,624;5.679.264.643,25;105.631
WDOFUT;06/10/2023;16:00:00;5.379,579;5.386,857;5.378,020;5.383,218;8.905.522.090,51;165.462
WDOFUT;06/10/2023;15:00:00;5.376,980;5.382,698;5.371,262;5.379,579;12.792.415.207,05;237.897
WDOFUT;06/10/2023;14:00:00;5.383,738;5.384,258;5.369,703;5.376,980;14.235.683.370,73;264.785
WDOFUT;06/10/2023;13:00:00;5.374,901;5.390,495;5.372,822;5.383,738;16.269.898.706,85;302.309
WDOFUT;06/10/2023;12:00:00;5.410,248;5.412,848;5.367,104;5.374,901;34.914.282.275,98;648.232
WDOFUT;06/10/2023;11:00:00;5.438,319;5.439,358;5.400,372;5.409,729;31.506.933.602,91;581.467
WDOFUT;06/10/2023;10:00:00;5.435,719;5.441,437;5.419,085;5.437,799;38.929.311.654,09;716.798
WDOFUT;06/10/2023;09:00:00;5.386,857;5.444,556;5.383,738;5.435,200;54.820.013.597,94;1.011.439
WDOFUT;05/10/2023;17:00:00;5.392,055;5.394,134;5.386,337;5.390,495;5.779.238.263,89;107.210
WDOFUT;05/10/2023;16:00:00;5.391,535;5.399,332;5.389,976;5.392,055;8.524.947.148,85;158.040
WDOFUT;05/10/2023;15:00:00;5.392,575;5.397,253;5.388,416;5.391,535;9.077.319.026,12;168.328
WDOFUT;05/10/2023;14:00:00;5.399,332;5.404,011;5.388,416;5.392,055;13.546.702.131,96;251.093
WDOFUT;05/10/2023;13:00:00;5.404,530;5.406,610;5.393,614;5.399,852;13.227.349.739,87;244.974
WDOFUT;05/10/2023;12:00:00;5.400,372;5.412,328;5.396,213;5.404,530;26.551.093.047,27;491.295
WDOFUT;05/10/2023;11:00:00;5.378,540;5.405,570;5.378,020;5.399,852;33.358.825.259,88;618.590
WDOFUT;05/10/2023;10:00:00;5.383,738;5.389,976;5.372,302;5.379,059;32.389.134.437,95;601.783
WDOFUT;05/10/2023;09:00:00;5.390,495;5.404,530;5.380,099;5.384,258;36.516.226.483,07;677.059
WDOFUT;04/10/2023;17:00:00;5.376,460;5.385,817;5.373,861;5.378,020;8.178.984.672,10;152.021
WDOFUT;04/10/2023;16:00:00;5.373,342;5.376,980;5.366,064;5.376,460;12.355.422.263,90;230.012
WDOFUT;04/10/2023;15:00:00;5.373,342;5.382,178;5.370,223;5.373,342;14.963.745.857,51;278.382
WDOFUT;04/10/2023;14:00:00;5.358,267;5.373,861;5.357,747;5.373,342;15.611.347.740,22;290.877
WDOFUT;04/10/2023;13:00:00;5.359,306;5.363,465;5.346,831;5.358,787;18.862.184.115,78;352.201
WDOFUT;04/10/2023;12:00:00;5.387,896;5.392,055;5.358,267;5.359,306;27.793.506.427,50;517.351
WDOFUT;04/10/2023;11:00:00;5.385,297;5.402,971;5.378,020;5.387,896;39.766.980.072,68;737.710
WDOFUT;04/10/2023;10:00:00;5.353,588;5.390,495;5.352,029;5.385,297;35.187.296.461,64;654.949
WDOFUT;04/10/2023;09:00:00;5.366,584;5.370,742;5.346,311;5.353,069;43.894.064.772,79;819.309
WDOFUT;03/10/2023;17:00:00;5.379,579;5.398,293;5.374,901;5.393,095;14.870.762.103,24;276.195
WDOFUT;03/10/2023;16:00:00;5.373,342;5.385,297;5.369,183;5.379,579;17.395.121.473,45;323.464
WDOFUT;03/10/2023;15:00:00;5.359,306;5.383,738;5.356,188;5.373,342;26.765.270.271,30;498.234
WDOFUT;03/10/2023;14:00:00;5.355,668;5.360,346;5.350,470;5.358,787;13.674.776.441,82;255.372
WDOFUT;03/10/2023;13:00:00;5.359,306;5.360,866;5.349,430;5.355,148;16.003.957.079,95;298.891
WDOFUT;03/10/2023;12:00:00;5.354,628;5.361,386;5.349,950;5.359,306;25.377.140.643,56;473.861
WDOFUT;03/10/2023;11:00:00;5.294,849;5.355,668;5.294,329;5.354,108;60.577.621.602,13;1.137.302
WDOFUT;03/10/2023;10:00:00;5.311,483;5.312,523;5.291,730;5.295,369;28.116.039.087,15;530.218
WDOFUT;03/10/2023;09:00:00;5.301,087;5.321,360;5.297,448;5.311,483;39.471.134.357,74;743.655
WDOFUT;02/10/2023;17:00:00;5.288,611;5.289,651;5.277,175;5.284,453;10.074.095.465,91;190.703
WDOFUT;02/10/2023;16:00:00;5.299,008;5.299,528;5.287,572;5.289,131;9.835.005.882,58;185.845
WDOFUT;02/10/2023;15:00:00;5.291,730;5.299,528;5.287,572;5.299,008;15.183.964.813,31;286.771
WDOFUT;02/10/2023;14:00:00;5.294,329;5.294,849;5.282,374;5.292,250;11.210.836.047,49;212.019
WDOFUT;02/10/2023;13:00:00;5.298,488;5.302,127;5.292,770;5.294,329;14.325.889.777,47;270.382
WDOFUT;02/10/2023;12:00:00;5.294,849;5.300,047;5.278,735;5.299,008;21.018.803.750,66;397.329
WDOFUT;02/10/2023;11:00:00;5.287,052;5.296,409;5.274,576;5.294,849;29.814.242.130,57;564.197
WDOFUT;02/10/2023;10:00:00;5.272,497;5.289,131;5.270,938;5.286,532;27.095.066.023,19;513.182
WDOFUT;02/10/2023;09:00:00;5.289,651;5.291,211;5.257,942;5.273,017;29.344.643.551,48;556.712
WDOFUT;29/09/2023;17:00:00;5.248,586;5.257,422;5.244,947;5.257,422;8.826.845.002,29;168.156
WDOFUT;29/09/2023;16:00:00;5.245,987;5.251,704;5.242,348;5.248,066;10.540.939.538,21;200.901
WDOFUT;29/09/2023;15:00:00;5.237,669;5.257,422;5.228,833;5.245,987;20.838.484.332,57;397.106
WDOFUT;29/09/2023;14:00:00;5.230,392;5.242,348;5.229,352;5.237,669;11.151.620.358,07;213.002
WDOFUT;29/09/2023;13:00:00;5.223,115;5.236,110;5.222,595;5.230,392;12.644.783.711,84;241.846
WDOFUT;29/09/2023;12:00:00;5.226,753;5.232,471;5.208,040;5.223,634;25.557.880.733,43;489.636
WDOFUT;29/09/2023;11:00:00;5.228,833;5.250,665;5.222,075;5.227,273;30.024.886.635,96;573.325
WDOFUT;29/09/2023;10:00:00;5.218,956;5.240,788;5.217,916;5.229,352;27.718.195.467,17;530.082
WDOFUT;29/09/2023;09:00:00;5.238,189;5.238,189;5.212,198;5.218,436;36.144.971.437,75;691.991
WDOFUT;28/09/2023;17:00:00;5.265,768;5.267,335;5.255,842;5.260,022;8.179.947.834,32;155.485
WDOFUT;28/09/2023;16:00:00;5.277,783;5.278,828;5.262,111;5.265,768;11.816.104.631,05;224.246
WDOFUT;28/09/2023;15:00:00;5.273,081;5.279,350;5.268,902;5.277,783;11.660.101.460,50;221.076
WDOFUT;28/09/2023;14:00:00;5.276,216;5.278,828;5.265,246;5.273,081;14.931.036.049,75;283.197
WDOFUT;28/09/2023;13:00:00;5.263,156;5.280,395;5.261,589;5.275,693;17.722.239.935,40;336.346
WDOFUT;28/09/2023;12:00:00;5.272,559;5.283,007;5.257,410;5.262,634;28.199.829.936,92;535.184
WDOFUT;28/09/2023;11:00:00;5.287,186;5.289,798;5.272,037;5.272,559;29.945.441.670,25;567.122
WDOFUT;28/09/2023;10:00:00;5.285,619;5.297,634;5.273,604;5.286,664;31.953.654.053,21;604.530
WDOFUT;28/09/2023;09:00:00;5.265,768;5.288,753;5.240,170;5.285,619;46.269.867.099,98;879.045
WDOFUT;27/09/2023;17:00:00;5.272,037;5.278,305;5.267,858;5.269,947;7.305.978.499,36;138.536
WDOFUT;27/09/2023;16:00:00;5.284,574;5.285,097;5.271,514;5.272,037;11.813.727.121,16;223.888
WDOFUT;27/09/2023;15:00:00;5.298,679;5.301,813;5.271,514;5.285,097;26.481.137.937,63;500.811
WDOFUT;27/09/2023;14:00:00;5.279,873;5.307,037;5.275,693;5.299,201;31.801.374.872,39;600.547
WDOFUT;27/09/2023;13:00:00;5.283,529;5.285,097;5.274,126;5.279,350;17.587.219.450,03;333.051
WDOFUT;27/09/2023;12:00:00;5.255,842;5.284,574;5.249,574;5.283,007;31.064.535.286,75;589.906
WDOFUT;27/09/2023;11:00:00;5.245,394;5.256,365;5.241,215;5.255,842;28.600.467.124,08;544.988
WDOFUT;27/09/2023;10:00:00;5.231,812;5.245,917;5.220,319;5.244,872;32.825.960.324,91;627.359
WDOFUT;27/09/2023;09:00:00;5.210,394;5.242,782;5.210,394;5.232,334;39.031.032.987,37;745.977
WDOFUT;26/09/2023;17:00:00;5.213,528;5.219,797;5.207,782;5.213,006;9.202.930.973,21;176.565
WDOFUT;26/09/2023;16:00:00;5.211,439;5.218,752;5.206,215;5.213,528;12.167.647.731,68;233.383
WDOFUT;26/09/2023;15:00:00;5.199,423;5.213,528;5.198,901;5.211,439;11.562.538.027,97;222.073
WDOFUT;26/09/2023;14:00:00;5.207,782;5.212,483;5.198,379;5.199,423;15.446.354.740,67;296.729
WDOFUT;26/09/2023;13:00:00;5.209,349;5.211,439;5.204,647;5.207,782;12.392.929.513,08;237.955
WDOFUT;26/09/2023;12:00:00;5.188,453;5.210,916;5.187,931;5.208,827;20.135.470.410,26;387.150
WDOFUT;26/09/2023;11:00:00;5.190,020;5.194,722;5.183,229;5.188,453;20.846.913.630,76;401.718
WDOFUT;26/09/2023;10:00:00;5.180,095;5.202,035;5.179,572;5.190,020;34.446.468.476,60;663.432
WDOFUT;26/09/2023;09:00:00;5.199,946;5.208,827;5.175,916;5.179,572;31.912.135.029,82;614.985
WDOFUT;25/09/2023;17:00:00;5.192,110;5.195,767;5.186,886;5.194,722;7.284.646.136,89;140.360
WDOFUT;25/09/2023;16:00:00;5.198,379;5.199,423;5.191,065;5.191,587;6.547.442.878,93;126.017
WDOFUT;25/09/2023;15:00:00;5.188,453;5.198,901;5.186,886;5.198,379;8.678.477.423,46;167.123
WDOFUT;25/09/2023;14:00:00;5.198,901;5.199,423;5.185,319;5.188,453;10.223.330.678,30;196.947
WDOFUT;25/09/2023;13:00:00;5.189,498;5.200,991;5.188,453;5.198,901;10.121.791.512,62;194.859
WDOFUT;25/09/2023;12:00:00;5.190,020;5.193,155;5.183,752;5.189,498;9.842.092.606,31;189.711
WDOFUT;25/09/2023;11:00:00;5.184,274;5.191,065;5.176,438;5.190,020;20.045.872.407,71;386.737
WDOFUT;25/09/2023;10:00:00;5.178,005;5.195,244;5.173,304;5.183,752;25.765.949.622,53;497.025
WDOFUT;25/09/2023;09:00:00;5.170,692;5.180,095;5.161,811;5.178,005;23.253.739.218,34;449.835
WDOFUT;22/09/2023;17:00:00;5.158,154;5.163,900;5.157,109;5.161,811;6.858.909.426,58;132.931
WDOFUT;22/09/2023;16:00:00;5.155,542;5.159,199;5.152,408;5.158,676;8.259.541.980,06;160.198
WDOFUT;22/09/2023;15:00:00;5.152,930;5.159,199;5.148,751;5.155,542;10.477.555.946,41;203.292
WDOFUT;22/09/2023;14:00:00;5.150,840;5.156,064;5.148,228;5.152,930;9.076.453.219,42;176.164
WDOFUT;22/09/2023;13:00:00;5.139,870;5.150,840;5.139,348;5.150,840;8.385.934.797,22;162.972
WDOFUT;22/09/2023;12:00:00;5.139,348;5.147,706;5.137,258;5.139,348;8.989.113.844,74;174.843
WDOFUT;22/09/2023;11:00:00;5.143,527;5.148,228;5.128,377;5.139,870;26.767.772.685,69;520.847
WDOFUT;22/09/2023;10:00:00;5.138,303;5.157,109;5.137,781;5.144,049;22.058.346.458,14;428.512
WDOFUT;22/09/2023;09:00:00;5.140,393;5.148,751;5.133,079;5.138,825;24.172.716.524,07;470.189
WDOFUT;21/09/2023;17:00:00;5.162,333;5.167,035;5.158,676;5.164,423;7.596.726.141,28;147.141
WDOFUT;21/09/2023;16:00:00;5.157,109;5.163,900;5.155,020;5.162,333;12.523.809.198,11;242.701
WDOFUT;21/09/2023;15:00:00;5.150,840;5.161,288;5.148,751;5.157,109;13.317.408.705,23;258.275
WDOFUT;21/09/2023;14:00:00;5.151,363;5.152,408;5.142,482;5.150,840;10.613.528.370,84;206.203
WDOFUT;21/09/2023;13:00:00;5.149,273;5.152,930;5.147,706;5.151,363;7.742.664.548,69;150.323
WDOFUT;21/09/2023;12:00:00;5.143,004;5.150,318;5.134,646;5.149,273;14.419.918.595,35;280.452
WDOFUT;21/09/2023;11:00:00;5.161,288;5.161,288;5.132,557;5.143,004;27.609.502.001,26;536.545
WDOFUT;21/09/2023;10:00:00;5.149,273;5.161,288;5.146,661;5.161,288;28.981.672.629,80;562.341
WDOFUT;21/09/2023;09:00:00;5.121,586;5.162,333;5.116,362;5.149,273;39.150.257.260,76;761.187
WDOFUT;20/09/2023;17:00:00;5.104,347;5.108,004;5.098,078;5.105,392;8.079.447.137,63;158.304
WDOFUT;20/09/2023;16:00:00;5.090,242;5.105,392;5.086,586;5.104,869;14.470.592.088,38;283.937
WDOFUT;20/09/2023;15:00:00;5.077,705;5.094,422;5.070,391;5.089,720;31.814.768.144,16;625.781
WDOFUT;20/09/2023;14:00:00;5.067,779;5.083,451;5.067,257;5.077,705;14.651.294.265,05;288.611
WDOFUT;20/09/2023;13:00:00;5.071,436;5.074,048;5.067,257;5.067,257;6.642.444.985,52;130.990
WDOFUT;20/09/2023;12:00:00;5.070,914;5.074,570;5.066,734;5.071,436;9.775.698.330,30;192.804
WDOFUT;20/09/2023;11:00:00;5.070,391;5.076,660;5.067,779;5.070,391;14.439.357.862,01;284.631
WDOFUT;20/09/2023;10:00:00;5.074,570;5.076,660;5.065,690;5.070,391;21.653.333.130,51;427.020
WDOFUT;20/09/2023;09:00:00;5.082,929;5.084,496;5.071,958;5.075,093;20.026.223.863,34;394.291
WDOFUT;19/09/2023;17:00:00;5.099,123;5.100,168;5.092,332;5.093,899;5.015.754.785,72;98.406
WDOFUT;19/09/2023;16:00:00;5.100,168;5.101,213;5.095,989;5.099,123;7.839.731.123,63;153.756
WDOFUT;19/09/2023;15:00:00;5.093,377;5.102,257;5.091,287;5.100,168;13.260.876.611,80;260.164
WDOFUT;19/09/2023;14:00:00;5.090,765;5.093,377;5.087,108;5.092,854;10.212.526.659,84;200.591
WDOFUT;19/09/2023;13:00:00;5.085,018;5.092,854;5.082,406;5.090,765;9.378.889.539,26;184.327
WDOFUT;19/09/2023;12:00:00;5.083,974;5.087,108;5.080,317;5.085,018;7.905.604.522,21;155.502
WDOFUT;19/09/2023;11:00:00;5.078,750;5.090,242;5.078,227;5.083,974;18.104.800.289,78;356.058
WDOFUT;19/09/2023;10:00:00;5.076,138;5.086,063;5.073,003;5.078,227;21.619.134.449,19;425.663
WDOFUT;19/09/2023;09:00:00;5.073,003;5.083,974;5.065,167;5.075,615;27.266.672.785,34;537.201
WDOFUT;18/09/2023;17:00:00;5.082,406;5.085,018;5.078,227;5.084,496;4.412.073.034,98;86.845
WDOFUT;18/09/2023;16:00:00;5.077,182;5.084,496;5.076,138;5.082,929;7.639.571.782,96;150.367
WDOFUT;18/09/2023;15:00:00;5.070,391;5.078,227;5.067,779;5.077,705;8.856.666.695,23;174.567
WDOFUT;18/09/2023;14:00:00;5.075,093;5.076,660;5.067,779;5.070,391;7.826.486.552,34;154.264
WDOFUT;18/09/2023;13:00:00;5.074,048;5.076,660;5.069,869;5.075,093;7.402.480.258,00;145.895
WDOFUT;18/09/2023;12:00:00;5.076,660;5.078,750;5.071,436;5.074,570;11.140.312.764,70;219.512
WDOFUT;18/09/2023;11:00:00;5.086,586;5.091,287;5.070,914;5.076,138;21.931.547.429,82;431.727
WDOFUT;18/09/2023;10:00:00;5.083,451;5.091,810;5.076,660;5.086,586;23.669.046.464,06;465.588
WDOFUT;18/09/2023;09:00:00;5.102,780;5.106,437;5.080,317;5.083,451;26.609.573.710,80;522.874
WDOFUT;15/09/2023;17:00:00;5.100,690;5.103,825;5.090,765;5.098,601;5.525.002.996,99;108.356
WDOFUT;15/09/2023;16:00:00;5.097,556;5.101,735;5.096,511;5.100,690;5.734.383.371,19;112.447
WDOFUT;15/09/2023;15:00:00;5.095,466;5.099,645;5.093,377;5.097,034;5.212.383.439,44;102.283
WDOFUT;15/09/2023;14:00:00;5.098,078;5.102,257;5.091,810;5.095,466;8.122.900.547,13;159.343
WDOFUT;15/09/2023;13:00:00;5.097,034;5.101,213;5.092,332;5.097,556;7.336.899.537,91;143.955
WDOFUT;15/09/2023;12:00:00;5.099,645;5.103,825;5.089,720;5.097,556;15.107.335.365,32;296.407
WDOFUT;15/09/2023;11:00:00;5.103,825;5.103,825;5.088,153;5.099,645;24.698.014.190,00;484.785
WDOFUT;15/09/2023;10:00:00;5.095,466;5.109,049;5.088,153;5.104,347;26.994.472.034,80;529.702
WDOFUT;15/09/2023;09:00:00;5.095,989;5.107,481;5.088,153;5.094,944;28.523.047.286,01;559.681
WDOFUT;14/09/2023;17:00:00;5.102,780;5.103,825;5.098,601;5.098,601;4.127.395.392,11;80.914
WDOFUT;14/09/2023;16:00:00;5.105,914;5.106,959;5.101,735;5.102,780;4.981.923.052,16;97.599
WDOFUT;14/09/2023;15:00:00;5.105,392;5.108,526;5.101,213;5.105,914;7.567.793.964,48;148.244
WDOFUT;14/09/2023;14:00:00;5.099,645;5.110,616;5.097,556;5.104,869;9.120.954.840,63;178.704
WDOFUT;14/09/2023;13:00:00;5.098,078;5.100,690;5.092,332;5.099,645;10.894.692.492,75;213.774
WDOFUT;14/09/2023;12:00:00;5.102,780;5.105,914;5.096,511;5.098,601;12.937.471.941,37;253.599
WDOFUT;14/09/2023;11:00:00;5.108,004;5.126,288;5.096,511;5.102,780;26.482.233.870,35;518.063
WDOFUT;14/09/2023;10:00:00;5.118,974;5.119,497;5.102,257;5.108,004;30.200.282.437,68;590.906
WDOFUT;14/09/2023;09:00:00;5.150,318;5.155,020;5.116,885;5.118,974;43.395.207.636,04;845.098
WDOFUT;13/09/2023;17:00:00;5.147,706;5.150,318;5.144,572;5.148,751;4.008.124.499,95;77.861
WDOFUT;13/09/2023;16:00:00;5.145,616;5.149,796;5.145,094;5.147,706;5.208.471.814,93;101.180
WDOFUT;13/09/2023;15:00:00;5.146,661;5.150,318;5.139,348;5.145,094;10.545.063.995,03;204.968
WDOFUT;13/09/2023;14:00:00;5.140,915;5.147,706;5.138,303;5.146,139;8.078.521.119,95;157.044
WDOFUT;13/09/2023;13:00:00;5.137,781;5.142,482;5.134,646;5.141,437;7.601.784.945,73;147.916
WDOFUT;13/09/2023;12:00:00;5.137,781;5.144,049;5.134,124;5.137,781;12.075.475.938,79;234.956
WDOFUT;13/09/2023;11:00:00;5.150,840;5.156,064;5.125,765;5.137,781;29.845.548.469,74;580.503
WDOFUT;13/09/2023;10:00:00;5.168,080;5.174,871;5.148,751;5.150,318;29.216.406.266,12;566.050
WDOFUT;13/09/2023;09:00:00;5.190,020;5.202,035;5.161,288;5.168,080;39.733.485.222,56;766.996
WDOFUT;12/09/2023;17:00:00;5.188,975;5.191,065;5.182,184;5.182,707;4.315.576.489,87;83.194
WDOFUT;12/09/2023;16:00:00;5.184,796;5.192,110;5.182,184;5.189,498;6.180.418.765,37;119.144
WDOFUT;12/09/2023;15:00:00;5.184,274;5.187,408;5.179,050;5.185,319;7.464.039.712,77;144.000
WDOFUT;12/09/2023;14:00:00;5.182,707;5.187,931;5.176,438;5.184,796;9.286.151.503,92;179.180
WDOFUT;12/09/2023;13:00:00;5.179,050;5.184,274;5.176,960;5.182,707;6.840.018.254,28;132.031
WDOFUT;12/09/2023;12:00:00;5.187,931;5.188,975;5.176,960;5.178,528;10.764.190.809,40;207.674
WDOFUT;12/09/2023;11:00:00;5.191,065;5.197,334;5.183,752;5.187,931;14.533.795.941,12;280.065
WDOFUT;12/09/2023;10:00:00;5.188,975;5.204,125;5.186,886;5.191,587;22.909.785.107,97;441.039
WDOFUT;12/09/2023;09:00:00;5.180,095;5.191,587;5.169,647;5.188,453;28.069.475.862,25;541.733
WDOFUT;11/09/2023;17:00:00;5.167,035;5.169,647;5.162,333;5.165,468;6.526.766.846,38;126.380
WDOFUT;11/09/2023;16:00:00;5.168,602;5.173,304;5.167,035;5.167,035;5.989.586.390,02;115.853
WDOFUT;11/09/2023;15:00:00;5.171,214;5.173,826;5.165,990;5.168,602;8.860.353.552,94;171.394
WDOFUT;11/09/2023;14:00:00;5.163,378;5.172,259;5.156,587;5.171,214;14.466.588.245,01;280.179
WDOFUT;11/09/2023;13:00:00;5.172,259;5.172,781;5.161,811;5.163,900;13.284.371.627,24;257.104
WDOFUT;11/09/2023;12:00:00;5.173,826;5.177,483;5.171,214;5.172,259;9.704.093.702,30;187.541
WDOFUT;11/09/2023;11:00:00;5.171,214;5.176,960;5.165,468;5.173,826;15.803.776.214,47;305.613
WDOFUT;11/09/2023;10:00:00;5.188,975;5.188,975;5.167,557;5.170,692;26.101.317.396,78;504.318
WDOFUT;11/09/2023;09:00:00;5.199,946;5.210,916;5.185,319;5.188,453;25.450.884.962,06;489.943
WDOFUT;08/09/2023;17:00:00;5.222,931;5.231,290;5.221,364;5.229,200;3.715.122.012,32;71.109
WDOFUT;08/09/2023;16:00:00;5.225,021;5.226,588;5.221,887;5.223,454;4.027.897.254,80;77.100
WDOFUT;08/09/2023;15:00:00;5.215,618;5.226,588;5.213,528;5.225,021;7.041.954.744,61;134.860
WDOFUT;08/09/2023;14:00:00;5.221,364;5.225,021;5.215,095;5.215,095;7.990.530.216,19;153.080
WDOFUT;08/09/2023;13:00:00;5.218,230;5.225,543;5.214,051;5.221,887;8.969.586.089,15;171.820
WDOFUT;08/09/2023;12:00:00;5.233,379;5.234,424;5.216,140;5.218,230;11.597.360.342,33;221.931
WDOFUT;08/09/2023;11:00:00;5.230,245;5.233,379;5.218,230;5.232,857;18.242.865.292,77;349.135
WDOFUT;08/09/2023;10:00:00;5.220,319;5.235,991;5.218,230;5.229,722;18.947.420.230,59;362.477
WDOFUT;08/09/2023;09:00:00;5.225,543;5.225,543;5.206,215;5.220,842;21.667.812.524,38;415.518
WDOFUT;06/09/2023;17:00:00;5.226,588;5.227,111;5.215,618;5.222,931;6.074.991.535,31;116.357
WDOFUT;06/09/2023;16:00:00;5.230,245;5.233,379;5.226,588;5.226,588;8.923.114.804,31;170.623
WDOFUT;06/09/2023;15:00:00;5.213,528;5.231,290;5.211,439;5.230,245;11.594.528.884,59;221.968
WDOFUT;06/09/2023;14:00:00;5.220,842;5.221,887;5.211,961;5.213,528;8.777.758.107,54;168.237
WDOFUT;06/09/2023;13:00:00;5.213,006;5.222,931;5.208,304;5.221,364;9.879.800.378,67;189.456
WDOFUT;06/09/2023;12:00:00;5.219,275;5.220,842;5.211,439;5.213,006;10.181.249.988,67;195.181
WDOFUT;06/09/2023;11:00:00;5.200,991;5.219,275;5.197,856;5.219,275;29.924.736.054,32;574.443
WDOFUT;06/09/2023;10:00:00;5.234,946;5.237,036;5.195,767;5.201,513;34.800.962.862,54;666.717
WDOFUT;06/09/2023;09:00:00;5.217,707;5.238,603;5.217,707;5.234,946;26.891.870.202,67;514.198
WDOFUT;05/09/2023;17:00:00;5.218,752;5.219,797;5.208,304;5.210,916;5.245.192.156,54;100.557
WDOFUT;05/09/2023;16:00:00;5.221,887;5.229,200;5.217,185;5.218,230;12.357.008.455,49;236.563
WDOFUT;05/09/2023;15:00:00;5.212,483;5.223,976;5.208,827;5.221,887;9.850.123.733,02;188.866
WDOFUT;05/09/2023;14:00:00;5.203,080;5.216,663;5.202,558;5.212,483;10.830.679.237,14;207.808
WDOFUT;05/09/2023;13:00:00;5.207,259;5.210,916;5.199,946;5.202,558;10.799.542.751,36;207.482
WDOFUT;05/09/2023;12:00:00;5.219,275;5.219,797;5.206,215;5.206,737;15.435.823.001,08;296.130
WDOFUT;05/09/2023;11:00:00;5.221,364;5.223,976;5.215,618;5.219,275;16.345.310.734,77;313.142
WDOFUT;05/09/2023;10:00:00;5.207,259;5.223,454;5.206,215;5.221,364;24.755.022.511,55;474.505
WDOFUT;05/09/2023;09:00:00;5.205,170;5.215,095;5.196,811;5.206,737;32.028.201.440,99;615.159
WDOFUT;04/09/2023;17:00:00;5.176,438;5.182,184;5.175,393;5.181,140;5.310.683.557,09;102.533
WDOFUT;04/09/2023;16:00:00;5.175,916;5.177,483;5.173,304;5.176,438;2.945.963.791,68;56.926
WDOFUT;04/09/2023;15:00:00;5.162,856;5.178,005;5.161,288;5.175,393;8.880.589.413,27;171.791
WDOFUT;04/09/2023;14:00:00;5.153,975;5.163,900;5.149,273;5.162,856;6.721.733.815,98;130.325
WDOFUT;04/09/2023;13:00:00;5.150,318;5.156,587;5.149,273;5.153,452;4.461.615.594,64;86.571
WDOFUT;04/09/2023;12:00:00;5.155,020;5.157,109;5.148,228;5.150,318;8.455.905.866,99;164.110
WDOFUT;04/09/2023;11:00:00;5.160,766;5.171,214;5.153,452;5.155,020;15.848.649.009,63;307.003
WDOFUT;04/09/2023;10:00:00;5.179,050;5.180,617;5.155,020;5.160,244;18.300.681.460,43;354.372
WDOFUT;04/09/2023;09:00:00;5.176,960;5.185,319;5.167,557;5.179,050;17.351.565.876,74;335.183
WDOFUT;01/09/2023;17:00:00;5.181,140;5.194,722;5.180,095;5.190,020;7.806.122.135,18;150.549
WDOFUT;01/09/2023;16:00:00;5.179,572;5.183,229;5.177,483;5.181,140;5.373.424.633,46;103.723
WDOFUT;01/09/2023;15:00:00;5.176,960;5.181,662;5.173,826;5.179,572;8.344.218.772,47;161.153
WDOFUT;01/09/2023;14:00:00;5.178,005;5.180,617;5.174,871;5.177,483;5.937.952.552,57;114.691
WDOFUT;01/09/2023;13:00:00;5.185,841;5.190,543;5.174,871;5.178,005;12.288.768.548,71;237.166
WDOFUT;01/09/2023;12:00:00;5.176,438;5.189,498;5.176,438;5.185,841;11.852.643.721,59;228.662
WDOFUT;01/09/2023;11:00:00;5.160,244;5.182,184;5.152,408;5.176,960;25.427.776.322,34;491.973
WDOFUT;01/09/2023;10:00:00;5.150,840;5.165,990;5.140,393;5.160,244;28.820.335.210,22;559.310
WDOFUT;01/09/2023;09:00:00;5.184,274;5.185,319;5.141,437;5.150,840;41.102.171.563,51;796.621
WDOFUT;31/08/2023;17:00:00;5.195,244;5.204,647;5.192,110;5.197,334;11.239.936.413,27;216.296
WDOFUT;31/08/2023;16:00:00;5.195,244;5.199,946;5.189,498;5.195,244;10.894.345.960,29;209.729
WDOFUT;31/08/2023;15:00:00;5.192,110;5.197,334;5.175,916;5.195,244;17.049.787.380,86;328.723
